Smiles,Targets,Molecule ChEMBL ID,EGFR,MAPK1,SRC,STAT3,0,BBB,SMILES,peso_molecular,logP,donadores_H,aceptores_H,violaciones,Targets_nuevo,after_P_
C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,SRC P EGFR,CHEMBL571040,0.997779130935669,0.5273298621177673,800.0,0.9441740574057406,0.0,0.01,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,513.9570000000002,4.306600000000002,2.0,7.0,1.0,SRC_P_EGFR,EGFR
COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,SRC P EGFR,CHEMBL3109738,0.9879066348075868,0.1823624074459076,11.0,0.1558488681468408,0.0,0.05,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,457.37200000000007,5.139000000000005,1.0,6.0,1.0,SRC_P_EGFR,EGFR
C=CC(=O)N1CCC(n2nc(C#Cc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)c3c(N)ncnc32)CC1,SRC P EGFR,CHEMBL3426233,0.9921954870224,0.5521571040153503,15.0,0.0090812886635387,0.0,0.06,C=CC(=O)N1CCC(n2nc(C#Cc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)c3c(N)ncnc32)CC1,685.7549999999999,4.484720000000003,2.0,9.0,1.0,SRC_P_EGFR,EGFR
Cc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1,SRC P EGFR,CHEMBL409447,0.9239903688430786,0.0516946129500865,1000.0,0.7426400001540621,0.0,0.515,Cc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1,516.6090000000004,4.385420000000003,1.0,9.0,1.0,SRC_P_EGFR,EGFR
COCCOc1cc2ncc(C#N)c(Nc3ccc(Cl)cc3Cl)c2cc1OCCOC,SRC P EGFR,CHEMBL123733,0.9092477560043336,0.0700706988573074,12.0,0.5286147711104485,0.0,0.01,COCCOc1cc2ncc(C#N)c(Nc3ccc(Cl)cc3Cl)c2cc1OCCOC,462.33300000000025,5.207280000000004,1.0,7.0,1.0,SRC_P_EGFR,EGFR
CC1(C)CC(=O)c2c(nn(-c3ccc(O)cc3)c2-c2ccc(Cl)c(Cl)c2)C1,SRC P EGFR,CHEMBL1933734,0.9271479249000548,0.5037468075752258,66600.0,0.7592725958866717,0.0,0.2623333333333333,CC1(C)CC(=O)c2c(nn(-c3ccc(O)cc3)c2-c2ccc(Cl)c(Cl)c2)C1,401.2930000000001,5.706800000000004,1.0,4.0,1.0,SRC_P_EGFR,EGFR
Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(OCCN4CCN(C)CC4)c(F)c3)nc2n2c3ccccc3nc12,SRC P EGFR,CHEMBL407516,0.9279571771621704,0.3504821360111236,160.0,0.3844284918516642,0.0,0.13,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(OCCN4CCN(C)CC4)c(F)c3)nc2n2c3ccccc3nc12,592.6790000000003,4.707340000000005,1.0,10.0,1.0,SRC_P_EGFR,EGFR
CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cncc(N5CCOCC5)c4)c3)cc2C(F)(F)F)CC1,SRC P EGFR,CHEMBL4091628,0.909446120262146,0.6683734655380249,10.8,0.0039945073834337,0.0,0.27,CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(C#Cc4cncc(N5CCOCC5)c4)c3)cc2C(F)(F)F)CC1,598.0690000000003,4.989900000000005,1.0,6.0,1.0,SRC_P_EGFR,EGFR
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(COCC(O)CO)c3)nc21,SRC P EGFR,CHEMBL566834,0.9205032587051392,0.6606800556182861,66.0,0.3264423042109644,0.0,0.15,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(COCC(O)CO)c3)nc21,501.3700000000003,3.915700000000003,3.0,8.0,1.0,SRC_P_EGFR,EGFR
C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Cc1cccs1)c1nc(Cc2ccc(C(F)(F)F)cc2)no1,SRC P EGFR,CHEMBL133644,0.932669758796692,0.5517327785491943,143000.0,0.0013065607082922,0.0,0.0,C[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Cc1cccs1)c1nc(Cc2ccc(C(F)(F)F)cc2)no1,638.5610000000003,4.359600000000004,4.0,8.0,1.0,SRC_P_EGFR,EGFR
Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3cccc(OCCN4CCCC4)c3)nc12,SRC P EGFR,CHEMBL3651250,0.9302220940589904,0.331266313791275,1.8,0.1662798487381989,0.0,0.27,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3cccc(OCCN4CCCC4)c3)nc12,475.9800000000004,5.5774200000000045,2.0,7.0,1.0,SRC_P_EGFR,EGFR
Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,SRC P EGFR,CHEMBL4106978,0.9245096445083618,0.6719301342964172,33.0,0.0505706422823942,0.0,0.35,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,535.5300000000001,4.513000000000004,2.0,7.0,1.0,SRC_P_EGFR,EGFR
CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)COC1,SRC P EGFR,CHEMBL4799627,0.9555903077125548,0.9300940632820128,116.0,0.0168043500801517,0.0,0.17,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4F)c4c(N)nccn34)C2)COC1,597.573,4.526200000000002,2.0,8.0,1.0,SRC_P_EGFR,EGFR
COc1cccc(Nc2nnc3cc(-c4c(Cl)cccc4Cl)cc(C)c3n2)c1,SRC P EGFR,CHEMBL3648028,0.9598100185394288,0.1003126427531242,189.0,0.6223262076596018,0.0,0.02,COc1cccc(Nc2nnc3cc(-c4c(Cl)cccc4Cl)cc(C)c3n2)c1,411.29200000000014,6.059220000000003,1.0,5.0,1.0,SRC_P_EGFR,EGFR
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,SRC P EGFR,CHEMBL2178352,0.9856531023979188,0.0074879345484077,290.0,0.6099452998886036,0.0,0.1333333333333333,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,468.6090000000003,5.180400000000004,2.0,8.0,1.0,SRC_P_EGFR,EGFR
COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1,SRC P EGFR,CHEMBL369899,0.9163109064102172,0.14511239528656,7.0,0.3141143916041561,0.0,0.06,COc1cnc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)c1,530.0250000000005,4.089300000000003,1.0,10.0,1.0,SRC_P_EGFR,EGFR
COc1cc(Nc2c(C#N)cnc3cc(OC4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,SRC P EGFR,CHEMBL291297,0.9195498824119568,0.1066982746124267,230.0,0.6276700769341388,0.0,0.08,COc1cc(Nc2c(C#N)cnc3cc(OC4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,487.3870000000003,5.647080000000004,1.0,7.0,1.0,SRC_P_EGFR,EGFR
COc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1,SRC P EGFR,CHEMBL260963,0.9656175971031188,0.0511021576821804,1900.0,0.7122676687629252,0.0,0.4466666666666667,COc1cccc(-n2c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n3c4ccccc4nc23)c1,532.6080000000003,4.085600000000003,1.0,10.0,1.0,SRC_P_EGFR,EGFR
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,STAT3 P EGFR,CHEMBL507237,0.9442200660705566,0.7552157640457153,0.325,3000.0,0.0,0.41,CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,558.7120000000002,3.4993000000000016,3.0,8.0,1.0,STAT3_P_EGFR,EGFR
CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,SRC MAPK1 P EGFR,CHEMBL2436978,0.91496080160141,6290.0,4330.0,0.1539116156446295,0.0,0.41,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,421.5480000000002,5.125600000000004,2.0,3.0,1.0,SRC_MAPK1_P_EGFR,EGFR
Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,SRC MAPK1 P EGFR,CHEMBL4062877,0.9314149618148804,574.7,5.7,0.3766148915021579,0.0,0.1333333333333333,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3cc(F)ccc3O)cc12,454.50500000000017,5.590520000000005,4.0,5.0,1.0,SRC_MAPK1_P_EGFR,EGFR
