,Molecula,Afinidad_1,Afinidad_2,CNN afinity_1,CNN afinity_2,CNN_1,CNN_2,Ruta_1,Ruta_2,Target_1,Target_2
283,EGFR_MAPK1_231,-8.52655602,-9.24616623,6.80014849,6.8419919,0.334201276,0.465068191,Mejores_poses/bases_conjuntas/EGFR_MAPK1_231_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_231_MAPK1.pdbqt,EGFR,MAPK1
284,EGFR_MAPK1_232,-9.03265095,-10.6286726,7.14755869,6.90007973,0.596263826,0.488972485,Mejores_poses/bases_conjuntas/EGFR_MAPK1_232_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_232_MAPK1.pdbqt,EGFR,MAPK1
285,EGFR_MAPK1_233,-8.55830383,-9.54872227,6.31874466,7.25936699,0.399950355,0.515430331,Mejores_poses/bases_conjuntas/EGFR_MAPK1_233_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_233_MAPK1.pdbqt,EGFR,MAPK1
286,EGFR_MAPK1_234,-8.17681122,-7.54726028,7.03664064,7.14655876,0.549208701,0.641864896,Mejores_poses/bases_conjuntas/EGFR_MAPK1_234_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_234_MAPK1.pdbqt,EGFR,MAPK1
287,EGFR_MAPK1_235,-7.87646294,-6.74451113,7.05978441,7.11524916,0.746350288,0.699651837,Mejores_poses/bases_conjuntas/EGFR_MAPK1_235_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_235_MAPK1.pdbqt,EGFR,MAPK1
288,EGFR_MAPK1_236,-8.0353632,-8.93544579,7.41380501,7.06688499,0.802521884,0.547907054,Mejores_poses/bases_conjuntas/EGFR_MAPK1_236_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_236_MAPK1.pdbqt,EGFR,MAPK1
289,EGFR_MAPK1_237,-7.80890322,-8.6616497,5.91655016,6.79250288,0.394760638,0.366962194,Mejores_poses/bases_conjuntas/EGFR_MAPK1_237_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_237_MAPK1.pdbqt,EGFR,MAPK1
290,EGFR_MAPK1_238,-6.61867046,-6.12043095,7.49413061,6.9499855,0.88594079,0.772612154,Mejores_poses/bases_conjuntas/EGFR_MAPK1_238_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_238_MAPK1.pdbqt,EGFR,MAPK1
291,EGFR_MAPK1_239,-8.00621605,-6.79245901,6.68848801,5.32254982,0.365301847,0.219337538,Mejores_poses/bases_conjuntas/EGFR_MAPK1_239_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_239_MAPK1.pdbqt,EGFR,MAPK1
292,EGFR_MAPK1_24,-7.84268904,-8.67043114,7.05457687,7.50434542,0.765996099,0.686587632,Mejores_poses/bases_conjuntas/EGFR_MAPK1_24_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_24_MAPK1.pdbqt,EGFR,MAPK1
293,EGFR_MAPK1_240,-8.54161835,-8.05221748,7.40374804,6.74634695,0.570413649,0.322205156,Mejores_poses/bases_conjuntas/EGFR_MAPK1_240_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_240_MAPK1.pdbqt,EGFR,MAPK1
294,EGFR_MAPK1_241,-9.87481499,-11.6178999,8.03876495,8.19770145,0.538199961,0.469566584,Mejores_poses/bases_conjuntas/EGFR_MAPK1_241_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_241_MAPK1.pdbqt,EGFR,MAPK1
295,EGFR_MAPK1_242,-8.45221615,-8.12986279,5.80626822,7.27048063,0.2053608,0.547885358,Mejores_poses/bases_conjuntas/EGFR_MAPK1_242_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_242_MAPK1.pdbqt,EGFR,MAPK1
296,EGFR_MAPK1_243,-8.8677454,-7.91483068,7.02280807,7.0086174,0.322589278,0.619646907,Mejores_poses/bases_conjuntas/EGFR_MAPK1_243_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_243_MAPK1.pdbqt,EGFR,MAPK1
297,EGFR_MAPK1_244,-8.25260067,-8.19110966,5.93802023,7.20962763,0.181675777,0.377797544,Mejores_poses/bases_conjuntas/EGFR_MAPK1_244_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_244_MAPK1.pdbqt,EGFR,MAPK1
298,EGFR_MAPK1_245,-7.25549603,-5.68842936,7.13837862,6.40423822,0.7830863,0.649363518,Mejores_poses/bases_conjuntas/EGFR_MAPK1_245_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_245_MAPK1.pdbqt,EGFR,MAPK1
299,EGFR_MAPK1_246,-6.48624325,-6.09095669,6.83858299,6.08603907,0.805475831,0.809391201,Mejores_poses/bases_conjuntas/EGFR_MAPK1_246_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_246_MAPK1.pdbqt,EGFR,MAPK1
300,EGFR_MAPK1_247,-6.9318676,-6.51425219,7.00428534,6.75670671,0.635856509,0.680018961,Mejores_poses/bases_conjuntas/EGFR_MAPK1_247_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_247_MAPK1.pdbqt,EGFR,MAPK1
301,EGFR_MAPK1_248,-8.24920177,-7.90214634,5.89854002,6.78882074,0.196497336,0.512997925,Mejores_poses/bases_conjuntas/EGFR_MAPK1_248_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_248_MAPK1.pdbqt,EGFR,MAPK1
302,EGFR_MAPK1_249,-8.02307415,-7.91747952,7.13913202,7.52067566,0.685033798,0.535239875,Mejores_poses/bases_conjuntas/EGFR_MAPK1_249_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_249_MAPK1.pdbqt,EGFR,MAPK1
303,EGFR_MAPK1_25,-6.24208689,-6.96531582,6.98108721,6.75773811,0.670364857,0.487667561,Mejores_poses/bases_conjuntas/EGFR_MAPK1_25_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_25_MAPK1.pdbqt,EGFR,MAPK1
304,EGFR_MAPK1_250,-8.26207829,-7.65322399,6.42179298,6.23677635,0.447981983,0.313833088,Mejores_poses/bases_conjuntas/EGFR_MAPK1_250_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_250_MAPK1.pdbqt,EGFR,MAPK1
305,EGFR_MAPK1_251,-8.76764011,-8.99804592,7.01343489,7.51597595,0.323218793,0.434867054,Mejores_poses/bases_conjuntas/EGFR_MAPK1_251_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_251_MAPK1.pdbqt,EGFR,MAPK1
306,EGFR_MAPK1_252,-9.87683487,-10.8951521,7.23029709,7.75107193,0.239594221,0.193823248,Mejores_poses/bases_conjuntas/EGFR_MAPK1_252_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_252_MAPK1.pdbqt,EGFR,MAPK1
307,EGFR_MAPK1_253,-9.14900684,-7.63216257,6.62599802,7.14040709,0.164175376,0.207158208,Mejores_poses/bases_conjuntas/EGFR_MAPK1_253_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_253_MAPK1.pdbqt,EGFR,MAPK1
308,EGFR_MAPK1_254,-8.71183872,-8.3301487,7.92636251,5.06213427,0.445867598,0.142982453,Mejores_poses/bases_conjuntas/EGFR_MAPK1_254_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_254_MAPK1.pdbqt,EGFR,MAPK1
309,EGFR_MAPK1_255,-7.91364956,-10.0173025,6.7534256,7.22404146,0.852429748,0.723228693,Mejores_poses/bases_conjuntas/EGFR_MAPK1_255_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_255_MAPK1.pdbqt,EGFR,MAPK1
310,EGFR_MAPK1_256,-8.26089573,-7.99483299,7.56284714,7.11844873,0.786950529,0.438368171,Mejores_poses/bases_conjuntas/EGFR_MAPK1_256_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_256_MAPK1.pdbqt,EGFR,MAPK1
311,EGFR_MAPK1_257,-8.51161194,-7.48148489,7.34148836,7.33391047,0.726705611,0.612175465,Mejores_poses/bases_conjuntas/EGFR_MAPK1_257_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_257_MAPK1.pdbqt,EGFR,MAPK1
312,EGFR_MAPK1_258,-9.69152641,-7.50188208,6.99534369,6.99285173,0.751928508,0.730562747,Mejores_poses/bases_conjuntas/EGFR_MAPK1_258_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_258_MAPK1.pdbqt,EGFR,MAPK1
313,EGFR_MAPK1_259,-8.07499599,-8.60283375,6.62484932,7.05631971,0.706382155,0.607593477,Mejores_poses/bases_conjuntas/EGFR_MAPK1_259_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_259_MAPK1.pdbqt,EGFR,MAPK1
314,EGFR_MAPK1_26,-6.69940615,-6.53989983,7.23216105,6.83927917,0.735034764,0.608167946,Mejores_poses/bases_conjuntas/EGFR_MAPK1_26_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_26_MAPK1.pdbqt,EGFR,MAPK1
315,EGFR_MAPK1_260,-8.29490471,-9.95334244,7.7866416,7.51511383,0.789897323,0.683652282,Mejores_poses/bases_conjuntas/EGFR_MAPK1_260_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_260_MAPK1.pdbqt,EGFR,MAPK1
316,EGFR_MAPK1_261,-8.57194901,-9.1428175,6.17477465,7.12945318,0.37562719,0.629078388,Mejores_poses/bases_conjuntas/EGFR_MAPK1_261_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_261_MAPK1.pdbqt,EGFR,MAPK1
317,EGFR_MAPK1_262,-8.61872768,-9.53883266,6.72026873,7.10591841,0.79672426,0.658752561,Mejores_poses/bases_conjuntas/EGFR_MAPK1_262_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_262_MAPK1.pdbqt,EGFR,MAPK1
318,EGFR_MAPK1_263,-7.91150951,-9.68996525,6.91544104,7.2898097,0.619306684,0.637030065,Mejores_poses/bases_conjuntas/EGFR_MAPK1_263_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_263_MAPK1.pdbqt,EGFR,MAPK1
319,EGFR_MAPK1_264,-9.84556961,-10.3854036,7.85144997,7.81064034,0.815645218,0.817562878,Mejores_poses/bases_conjuntas/EGFR_MAPK1_264_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_264_MAPK1.pdbqt,EGFR,MAPK1
320,EGFR_MAPK1_266,-8.99823475,-8.86545753,7.48127985,7.58743525,0.752135396,0.568660855,Mejores_poses/bases_conjuntas/EGFR_MAPK1_266_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_266_MAPK1.pdbqt,EGFR,MAPK1
321,EGFR_MAPK1_267,-8.24027824,-9.4967823,6.63534307,7.23976946,0.500790715,0.390038192,Mejores_poses/bases_conjuntas/EGFR_MAPK1_267_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_267_MAPK1.pdbqt,EGFR,MAPK1
322,EGFR_MAPK1_269,-10.0130453,-9.53967285,6.63944674,7.38002014,0.419361949,0.397597104,Mejores_poses/bases_conjuntas/EGFR_MAPK1_269_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_269_MAPK1.pdbqt,EGFR,MAPK1
323,EGFR_MAPK1_27,-7.4665947,-7.08862734,7.6850791,6.68765593,0.790899932,0.5097,Mejores_poses/bases_conjuntas/EGFR_MAPK1_27_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_27_MAPK1.pdbqt,EGFR,MAPK1
324,EGFR_MAPK1_270,-9.98214245,-8.2463932,7.63618279,6.38133287,0.428180367,0.552082002,Mejores_poses/bases_conjuntas/EGFR_MAPK1_270_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_270_MAPK1.pdbqt,EGFR,MAPK1
325,EGFR_MAPK1_271,-7.07854366,-6.50181532,6.60666609,6.47258759,0.888226509,0.757131517,Mejores_poses/bases_conjuntas/EGFR_MAPK1_271_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_271_MAPK1.pdbqt,EGFR,MAPK1
326,EGFR_MAPK1_272,-7.5717926,-8.22158527,6.75805616,7.46502447,0.815777719,0.655921459,Mejores_poses/bases_conjuntas/EGFR_MAPK1_272_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_272_MAPK1.pdbqt,EGFR,MAPK1
327,EGFR_MAPK1_273,-7.5996151,-6.93288136,6.62387896,6.56026506,0.554589152,0.79456687,Mejores_poses/bases_conjuntas/EGFR_MAPK1_273_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_273_MAPK1.pdbqt,EGFR,MAPK1
328,EGFR_MAPK1_274,-7.13549757,-7.08482885,6.73583221,5.98109102,0.321812809,0.392222196,Mejores_poses/bases_conjuntas/EGFR_MAPK1_274_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_274_MAPK1.pdbqt,EGFR,MAPK1
329,EGFR_MAPK1_277,-11.8060017,-8.5363884,7.5939889,7.82420588,0.50319463,0.691009164,Mejores_poses/bases_conjuntas/EGFR_MAPK1_277_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_277_MAPK1.pdbqt,EGFR,MAPK1
330,EGFR_MAPK1_279,-7.85270786,-7.20285702,6.83678865,5.88147879,0.658251762,0.381189346,Mejores_poses/bases_conjuntas/EGFR_MAPK1_279_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_279_MAPK1.pdbqt,EGFR,MAPK1
331,EGFR_MAPK1_28,-6.61986685,-6.23889208,6.36486006,6.49473715,0.590218425,0.555425823,Mejores_poses/bases_conjuntas/EGFR_MAPK1_28_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_28_MAPK1.pdbqt,EGFR,MAPK1
332,EGFR_MAPK1_284,-9.1032486,-8.03312206,7.23937607,7.74430513,0.590419531,0.756208062,Mejores_poses/bases_conjuntas/EGFR_MAPK1_284_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_284_MAPK1.pdbqt,EGFR,MAPK1
333,EGFR_MAPK1_286,-7.11783028,-7.65829277,6.57475042,6.77244043,0.459721267,0.538042665,Mejores_poses/bases_conjuntas/EGFR_MAPK1_286_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_286_MAPK1.pdbqt,EGFR,MAPK1
334,EGFR_MAPK1_287,-9.00286102,-8.34002209,7.03835917,6.95446968,0.732243896,0.499846488,Mejores_poses/bases_conjuntas/EGFR_MAPK1_287_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_287_MAPK1.pdbqt,EGFR,MAPK1
335,EGFR_MAPK1_288,-7.39936733,-6.80230141,6.82119989,6.50931358,0.600104988,0.655561686,Mejores_poses/bases_conjuntas/EGFR_MAPK1_288_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_288_MAPK1.pdbqt,EGFR,MAPK1
336,EGFR_MAPK1_289,-8.02742481,-9.61631775,6.99223709,7.09965181,0.776530027,0.618548751,Mejores_poses/bases_conjuntas/EGFR_MAPK1_289_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_289_MAPK1.pdbqt,EGFR,MAPK1
337,EGFR_MAPK1_29,-9.49017906,-9.51861191,6.92861032,7.1342206,0.570654035,0.541509628,Mejores_poses/bases_conjuntas/EGFR_MAPK1_29_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_29_MAPK1.pdbqt,EGFR,MAPK1
338,EGFR_MAPK1_290,-7.22538853,-7.85995007,6.87878752,7.0769105,0.802071214,0.728710532,Mejores_poses/bases_conjuntas/EGFR_MAPK1_290_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_290_MAPK1.pdbqt,EGFR,MAPK1
339,EGFR_MAPK1_291,-11.2002335,-9.82593822,8.54401684,7.68242884,0.520463824,0.39585498,Mejores_poses/bases_conjuntas/EGFR_MAPK1_291_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_291_MAPK1.pdbqt,EGFR,MAPK1
340,EGFR_MAPK1_292,-7.87606478,-6.68392515,6.99913073,6.34948349,0.402033985,0.474834353,Mejores_poses/bases_conjuntas/EGFR_MAPK1_292_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_292_MAPK1.pdbqt,EGFR,MAPK1
341,EGFR_MAPK1_293,-8.29467201,-7.78277493,6.64630318,7.24017382,0.349807411,0.733144045,Mejores_poses/bases_conjuntas/EGFR_MAPK1_293_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_293_MAPK1.pdbqt,EGFR,MAPK1
342,EGFR_MAPK1_294,-7.34016609,-8.74105549,7.06574678,7.1813302,0.790262818,0.650208712,Mejores_poses/bases_conjuntas/EGFR_MAPK1_294_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_294_MAPK1.pdbqt,EGFR,MAPK1
343,EGFR_MAPK1_295,-9.67122746,-10.0572138,7.34618187,7.54348803,0.757831454,0.673985779,Mejores_poses/bases_conjuntas/EGFR_MAPK1_295_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_295_MAPK1.pdbqt,EGFR,MAPK1
344,EGFR_MAPK1_296,-9.49269676,-10.1533518,8.28692627,7.50216532,0.729743779,0.463379711,Mejores_poses/bases_conjuntas/EGFR_MAPK1_296_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_296_MAPK1.pdbqt,EGFR,MAPK1
345,EGFR_MAPK1_297,-7.25805998,-6.34081841,6.20279837,5.91671944,0.517097473,0.50327599,Mejores_poses/bases_conjuntas/EGFR_MAPK1_297_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_297_MAPK1.pdbqt,EGFR,MAPK1
346,EGFR_MAPK1_298,-7.43214703,-6.30061054,6.70414591,7.45767403,0.846496165,0.871338367,Mejores_poses/bases_conjuntas/EGFR_MAPK1_298_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_298_MAPK1.pdbqt,EGFR,MAPK1
347,EGFR_MAPK1_299,-8.40721607,-7.73565149,6.7524209,6.12828112,0.512344003,0.366197616,Mejores_poses/bases_conjuntas/EGFR_MAPK1_299_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_299_MAPK1.pdbqt,EGFR,MAPK1
348,EGFR_MAPK1_3,-7.25588894,-6.22311926,5.76947451,5.08785439,0.4294523,0.578220248,Mejores_poses/bases_conjuntas/EGFR_MAPK1_3_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_3_MAPK1.pdbqt,EGFR,MAPK1
349,EGFR_MAPK1_30,-7.17886066,-6.9634819,7.05064726,6.94375992,0.763508976,0.59854275,Mejores_poses/bases_conjuntas/EGFR_MAPK1_30_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_30_MAPK1.pdbqt,EGFR,MAPK1
350,EGFR_MAPK1_300,-7.5544157,-8.76571274,6.4661355,6.93520403,0.845736444,0.659206152,Mejores_poses/bases_conjuntas/EGFR_MAPK1_300_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_300_MAPK1.pdbqt,EGFR,MAPK1
351,EGFR_MAPK1_301,-8.07336998,-9.94830608,7.37168455,7.11679411,0.817199945,0.600173414,Mejores_poses/bases_conjuntas/EGFR_MAPK1_301_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_301_MAPK1.pdbqt,EGFR,MAPK1
352,EGFR_MAPK1_302,-9.07294083,-10.4722195,6.8127284,7.55496407,0.596747577,0.807992995,Mejores_poses/bases_conjuntas/EGFR_MAPK1_302_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_302_MAPK1.pdbqt,EGFR,MAPK1
353,EGFR_MAPK1_303,-7.63874626,-7.68991184,6.9548111,6.88912344,0.79464519,0.628448725,Mejores_poses/bases_conjuntas/EGFR_MAPK1_303_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_303_MAPK1.pdbqt,EGFR,MAPK1
354,EGFR_MAPK1_304,-7.9831996,-7.96616364,6.11064005,6.13175392,0.507661939,0.336595803,Mejores_poses/bases_conjuntas/EGFR_MAPK1_304_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_304_MAPK1.pdbqt,EGFR,MAPK1
355,EGFR_MAPK1_305,-7.80810976,-6.66740465,7.59755516,6.70025253,0.885282397,0.708165407,Mejores_poses/bases_conjuntas/EGFR_MAPK1_305_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_305_MAPK1.pdbqt,EGFR,MAPK1
356,EGFR_MAPK1_306,-7.14391661,-8.29492283,6.94457006,6.80053186,0.556469917,0.607446909,Mejores_poses/bases_conjuntas/EGFR_MAPK1_306_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_306_MAPK1.pdbqt,EGFR,MAPK1
357,EGFR_MAPK1_307,-7.0907197,-6.01061869,7.12252283,6.76720095,0.751085162,0.705087125,Mejores_poses/bases_conjuntas/EGFR_MAPK1_307_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_307_MAPK1.pdbqt,EGFR,MAPK1
358,EGFR_MAPK1_308,-7.15762663,-6.08191061,6.23198462,6.12795258,0.298331797,0.153192773,Mejores_poses/bases_conjuntas/EGFR_MAPK1_308_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_308_MAPK1.pdbqt,EGFR,MAPK1
359,EGFR_MAPK1_309,-7.55981064,-6.18740988,5.85106468,5.22962189,0.541275322,0.142023578,Mejores_poses/bases_conjuntas/EGFR_MAPK1_309_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_309_MAPK1.pdbqt,EGFR,MAPK1
360,EGFR_MAPK1_31,-7.83613014,-8.99103165,6.26163149,7.19096136,0.630218029,0.649130881,Mejores_poses/bases_conjuntas/EGFR_MAPK1_31_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_31_MAPK1.pdbqt,EGFR,MAPK1
361,EGFR_MAPK1_310,-7.64833021,-9.72555447,7.38818502,7.39115524,0.856328785,0.816770017,Mejores_poses/bases_conjuntas/EGFR_MAPK1_310_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_310_MAPK1.pdbqt,EGFR,MAPK1
362,EGFR_MAPK1_311,-7.43504953,-6.56545973,7.2326417,6.26704073,0.875217676,0.711906195,Mejores_poses/bases_conjuntas/EGFR_MAPK1_311_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_311_MAPK1.pdbqt,EGFR,MAPK1
363,EGFR_MAPK1_312,-8.72177696,-8.40761375,7.53736353,7.08660269,0.878577471,0.766735017,Mejores_poses/bases_conjuntas/EGFR_MAPK1_312_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_312_MAPK1.pdbqt,EGFR,MAPK1
364,EGFR_MAPK1_313,-9.28941917,-8.95621014,7.62885666,8.04377556,0.640365183,0.690877557,Mejores_poses/bases_conjuntas/EGFR_MAPK1_313_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_313_MAPK1.pdbqt,EGFR,MAPK1
365,EGFR_MAPK1_314,-7.84666729,-9.54411411,7.65164757,7.4418292,0.70522666,0.354228675,Mejores_poses/bases_conjuntas/EGFR_MAPK1_314_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_314_MAPK1.pdbqt,EGFR,MAPK1
366,EGFR_MAPK1_315,-9.61743832,-9.13904476,6.83566523,6.8506093,0.511928618,0.405617505,Mejores_poses/bases_conjuntas/EGFR_MAPK1_315_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_315_MAPK1.pdbqt,EGFR,MAPK1
367,EGFR_MAPK1_316,-8.57769108,-8.38925171,6.14540243,7.09188604,0.167715609,0.488189459,Mejores_poses/bases_conjuntas/EGFR_MAPK1_316_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_316_MAPK1.pdbqt,EGFR,MAPK1
368,EGFR_MAPK1_317,-9.59226227,-8.38522053,7.42416716,6.73802757,0.852823853,0.799105227,Mejores_poses/bases_conjuntas/EGFR_MAPK1_317_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_317_MAPK1.pdbqt,EGFR,MAPK1
369,EGFR_MAPK1_318,-5.93223715,-7.34712029,6.84979582,6.54865217,0.763378918,0.669299304,Mejores_poses/bases_conjuntas/EGFR_MAPK1_318_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_318_MAPK1.pdbqt,EGFR,MAPK1
370,EGFR_MAPK1_319,-6.59878063,-7.489048,6.80356979,7.30079985,0.875968933,0.846317589,Mejores_poses/bases_conjuntas/EGFR_MAPK1_319_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_319_MAPK1.pdbqt,EGFR,MAPK1
371,EGFR_MAPK1_32,-7.4947238,-6.91799688,5.65246344,7.34725523,0.434679717,0.671961606,Mejores_poses/bases_conjuntas/EGFR_MAPK1_32_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_32_MAPK1.pdbqt,EGFR,MAPK1
372,EGFR_MAPK1_320,-7.22227907,-7.6533246,7.23549223,6.84982538,0.759198964,0.424004704,Mejores_poses/bases_conjuntas/EGFR_MAPK1_320_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_320_MAPK1.pdbqt,EGFR,MAPK1
373,EGFR_MAPK1_321,-8.11926842,-10.2357826,7.27900457,7.50181389,0.695174277,0.709947348,Mejores_poses/bases_conjuntas/EGFR_MAPK1_321_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_321_MAPK1.pdbqt,EGFR,MAPK1
374,EGFR_MAPK1_322,-5.26807165,-6.13320494,6.621737,6.76351166,0.827646136,0.714372993,Mejores_poses/bases_conjuntas/EGFR_MAPK1_322_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_322_MAPK1.pdbqt,EGFR,MAPK1
375,EGFR_MAPK1_323,-7.72285461,-6.47612238,6.9223752,5.87648535,0.626452982,0.324590147,Mejores_poses/bases_conjuntas/EGFR_MAPK1_323_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_323_MAPK1.pdbqt,EGFR,MAPK1
376,EGFR_MAPK1_324,-7.65094995,-7.18348074,6.93462372,5.92679548,0.630414665,0.364465207,Mejores_poses/bases_conjuntas/EGFR_MAPK1_324_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_324_MAPK1.pdbqt,EGFR,MAPK1
