,Molecula,Afinidad_1,Afinidad_2,CNN afinity_1,CNN afinity_2,CNN_1,CNN_2,Ruta_1,Ruta_2,Target_1,Target_2
533,EGFR_MAPK1_466,-7.72947693,-7.96834421,6.26802635,6.27493906,0.876451552,0.694866598,Mejores_poses/bases_conjuntas/EGFR_MAPK1_466_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_466_MAPK1.pdbqt,EGFR,MAPK1
534,EGFR_MAPK1_467,-7.88787985,-6.91451693,6.75763321,6.53783941,0.831271887,0.551616311,Mejores_poses/bases_conjuntas/EGFR_MAPK1_467_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_467_MAPK1.pdbqt,EGFR,MAPK1
535,EGFR_MAPK1_468,-9.18124866,-7.85835218,7.37660933,6.69885874,0.661523163,0.539553702,Mejores_poses/bases_conjuntas/EGFR_MAPK1_468_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_468_MAPK1.pdbqt,EGFR,MAPK1
536,EGFR_MAPK1_469,-7.81405449,-8.45127201,6.95666456,6.81731939,0.423804015,0.47157988,Mejores_poses/bases_conjuntas/EGFR_MAPK1_469_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_469_MAPK1.pdbqt,EGFR,MAPK1
537,EGFR_MAPK1_47,-9.59753227,-9.36903763,7.30661249,6.81872225,0.78936708,0.777411819,Mejores_poses/bases_conjuntas/EGFR_MAPK1_47_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_47_MAPK1.pdbqt,EGFR,MAPK1
538,EGFR_MAPK1_470,-8.94514751,-9.62909698,7.08037376,7.70087385,0.698189616,0.604007781,Mejores_poses/bases_conjuntas/EGFR_MAPK1_470_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_470_MAPK1.pdbqt,EGFR,MAPK1
539,EGFR_MAPK1_471,-9.64686298,-9.30922604,7.26740408,7.70474672,0.648218095,0.717495203,Mejores_poses/bases_conjuntas/EGFR_MAPK1_471_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_471_MAPK1.pdbqt,EGFR,MAPK1
540,EGFR_MAPK1_472,-7.03026295,-7.73964453,6.2615819,7.27762556,0.520316899,0.694298089,Mejores_poses/bases_conjuntas/EGFR_MAPK1_472_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_472_MAPK1.pdbqt,EGFR,MAPK1
541,EGFR_MAPK1_473,-8.81799507,-8.91389656,7.00110769,7.03810835,0.622351706,0.461152345,Mejores_poses/bases_conjuntas/EGFR_MAPK1_473_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_473_MAPK1.pdbqt,EGFR,MAPK1
542,EGFR_MAPK1_474,-7.15470314,-6.87476349,5.86366653,6.52988625,0.353435397,0.473268896,Mejores_poses/bases_conjuntas/EGFR_MAPK1_474_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_474_MAPK1.pdbqt,EGFR,MAPK1
543,EGFR_MAPK1_475,-9.06810665,-8.51754379,7.43481684,6.85098886,0.738929272,0.56113404,Mejores_poses/bases_conjuntas/EGFR_MAPK1_475_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_475_MAPK1.pdbqt,EGFR,MAPK1
544,EGFR_MAPK1_476,-6.95523071,-7.74875975,6.39980459,6.87060928,0.432166338,0.534466684,Mejores_poses/bases_conjuntas/EGFR_MAPK1_476_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_476_MAPK1.pdbqt,EGFR,MAPK1
545,EGFR_MAPK1_477,-7.39710617,-9.49186325,6.99630737,7.30029154,0.640546203,0.622667432,Mejores_poses/bases_conjuntas/EGFR_MAPK1_477_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_477_MAPK1.pdbqt,EGFR,MAPK1
546,EGFR_MAPK1_478,-7.86401033,-7.53546762,6.80671644,6.30415773,0.866499066,0.756080747,Mejores_poses/bases_conjuntas/EGFR_MAPK1_478_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_478_MAPK1.pdbqt,EGFR,MAPK1
547,EGFR_MAPK1_479,-7.99286032,-7.50628853,6.91044664,6.50577784,0.852226973,0.622444093,Mejores_poses/bases_conjuntas/EGFR_MAPK1_479_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_479_MAPK1.pdbqt,EGFR,MAPK1
548,EGFR_MAPK1_48,-8.97995377,-9.32522297,6.61802816,6.88172007,0.428816527,0.534228146,Mejores_poses/bases_conjuntas/EGFR_MAPK1_48_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_48_MAPK1.pdbqt,EGFR,MAPK1
549,EGFR_MAPK1_480,-9.46303082,-6.61704969,6.54709959,5.87894392,0.610124707,0.546570897,Mejores_poses/bases_conjuntas/EGFR_MAPK1_480_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_480_MAPK1.pdbqt,EGFR,MAPK1
550,EGFR_MAPK1_481,-6.69534969,-6.79765654,7.08562708,5.89053583,0.807168365,0.675195336,Mejores_poses/bases_conjuntas/EGFR_MAPK1_481_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_481_MAPK1.pdbqt,EGFR,MAPK1
551,EGFR_MAPK1_482,-7.6727562,-8.33613014,5.07544184,5.55440283,0.630469561,0.768864632,Mejores_poses/bases_conjuntas/EGFR_MAPK1_482_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_482_MAPK1.pdbqt,EGFR,MAPK1
552,EGFR_MAPK1_483,-8.26359272,-7.58424234,6.3219738,6.4738059,0.543665051,0.474291503,Mejores_poses/bases_conjuntas/EGFR_MAPK1_483_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_483_MAPK1.pdbqt,EGFR,MAPK1
553,EGFR_MAPK1_484,-7.21819448,-7.15153837,7.364573,6.97301531,0.75887531,0.519494295,Mejores_poses/bases_conjuntas/EGFR_MAPK1_484_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_484_MAPK1.pdbqt,EGFR,MAPK1
554,EGFR_MAPK1_485,-7.14590168,-7.3350172,7.44924688,7.33754158,0.874797165,0.614640236,Mejores_poses/bases_conjuntas/EGFR_MAPK1_485_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_485_MAPK1.pdbqt,EGFR,MAPK1
555,EGFR_MAPK1_486,-7.259027,-8.69122028,7.33584595,7.25463724,0.715640366,0.439500958,Mejores_poses/bases_conjuntas/EGFR_MAPK1_486_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_486_MAPK1.pdbqt,EGFR,MAPK1
556,EGFR_MAPK1_487,-9.45732784,-8.1442461,7.09873819,7.30010843,0.732746542,0.606663465,Mejores_poses/bases_conjuntas/EGFR_MAPK1_487_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_487_MAPK1.pdbqt,EGFR,MAPK1
557,EGFR_MAPK1_488,-7.47769117,-8.0277977,6.72450113,6.67888403,0.692137539,0.512763441,Mejores_poses/bases_conjuntas/EGFR_MAPK1_488_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_488_MAPK1.pdbqt,EGFR,MAPK1
558,EGFR_MAPK1_489,-10.8230515,-9.13093662,7.22310781,7.1058898,0.544154048,0.540872693,Mejores_poses/bases_conjuntas/EGFR_MAPK1_489_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_489_MAPK1.pdbqt,EGFR,MAPK1
559,EGFR_MAPK1_49,-8.40272141,-9.163908,7.4184041,7.21547651,0.743571043,0.345529914,Mejores_poses/bases_conjuntas/EGFR_MAPK1_49_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_49_MAPK1.pdbqt,EGFR,MAPK1
560,EGFR_MAPK1_490,-8.35013294,-8.15933895,6.51830101,7.18661547,0.634304941,0.662954032,Mejores_poses/bases_conjuntas/EGFR_MAPK1_490_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_490_MAPK1.pdbqt,EGFR,MAPK1
561,EGFR_MAPK1_491,-7.80188084,-6.96408463,6.46006536,5.7063427,0.575009346,0.680765808,Mejores_poses/bases_conjuntas/EGFR_MAPK1_491_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_491_MAPK1.pdbqt,EGFR,MAPK1
562,EGFR_MAPK1_492,-8.58522797,-10.8689709,6.97190428,7.65507507,0.628030479,0.624238729,Mejores_poses/bases_conjuntas/EGFR_MAPK1_492_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_492_MAPK1.pdbqt,EGFR,MAPK1
563,EGFR_MAPK1_493,-8.13750744,-10.1849337,6.70238161,7.22220373,0.536471546,0.59732753,Mejores_poses/bases_conjuntas/EGFR_MAPK1_493_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_493_MAPK1.pdbqt,EGFR,MAPK1
564,EGFR_MAPK1_494,-9.20041752,-7.34880161,7.0232811,6.75121737,0.507039785,0.532222688,Mejores_poses/bases_conjuntas/EGFR_MAPK1_494_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_494_MAPK1.pdbqt,EGFR,MAPK1
565,EGFR_MAPK1_495,-9.29742813,-8.73192215,6.70097303,6.97037363,0.579904437,0.598557472,Mejores_poses/bases_conjuntas/EGFR_MAPK1_495_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_495_MAPK1.pdbqt,EGFR,MAPK1
566,EGFR_MAPK1_496,-8.65672493,-8.24233913,7.26077604,7.29213333,0.557453632,0.358759642,Mejores_poses/bases_conjuntas/EGFR_MAPK1_496_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_496_MAPK1.pdbqt,EGFR,MAPK1
567,EGFR_MAPK1_497,-9.09934807,-10.0378695,6.84192991,6.67308378,0.682235241,0.529187858,Mejores_poses/bases_conjuntas/EGFR_MAPK1_497_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_497_MAPK1.pdbqt,EGFR,MAPK1
568,EGFR_MAPK1_498,-8.689147,-6.77959871,6.8913703,6.46182013,0.535683692,0.435370803,Mejores_poses/bases_conjuntas/EGFR_MAPK1_498_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_498_MAPK1.pdbqt,EGFR,MAPK1
569,EGFR_MAPK1_499,-9.25888252,-9.17445564,7.52390671,7.46892691,0.684528112,0.593590677,Mejores_poses/bases_conjuntas/EGFR_MAPK1_499_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_499_MAPK1.pdbqt,EGFR,MAPK1
570,EGFR_MAPK1_5,-8.06730652,-7.63582468,6.99504852,7.15714455,0.600535274,0.68130374,Mejores_poses/bases_conjuntas/EGFR_MAPK1_5_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_5_MAPK1.pdbqt,EGFR,MAPK1
571,EGFR_MAPK1_50,-7.33621454,-9.58527088,6.45012331,7.65104818,0.559822202,0.655089796,Mejores_poses/bases_conjuntas/EGFR_MAPK1_50_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_50_MAPK1.pdbqt,EGFR,MAPK1
572,EGFR_MAPK1_500,-6.82938862,-6.63846016,7.42619944,6.28434515,0.79986769,0.596567512,Mejores_poses/bases_conjuntas/EGFR_MAPK1_500_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_500_MAPK1.pdbqt,EGFR,MAPK1
573,EGFR_MAPK1_501,-7.31954241,-7.11897612,6.730124,6.76164198,0.569650292,0.879393339,Mejores_poses/bases_conjuntas/EGFR_MAPK1_501_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_501_MAPK1.pdbqt,EGFR,MAPK1
574,EGFR_MAPK1_502,-7.97465563,-7.75825214,7.26852369,7.04490137,0.509021223,0.553411365,Mejores_poses/bases_conjuntas/EGFR_MAPK1_502_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_502_MAPK1.pdbqt,EGFR,MAPK1
575,EGFR_MAPK1_503,-7.62753344,-6.61724949,6.49492788,6.4243145,0.5457623,0.457438439,Mejores_poses/bases_conjuntas/EGFR_MAPK1_503_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_503_MAPK1.pdbqt,EGFR,MAPK1
576,EGFR_MAPK1_504,-8.45214558,-7.98194408,6.28752327,6.51383829,0.414048523,0.365806401,Mejores_poses/bases_conjuntas/EGFR_MAPK1_504_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_504_MAPK1.pdbqt,EGFR,MAPK1
577,EGFR_MAPK1_505,-7.41267872,-7.8592906,6.98424578,6.75846338,0.757514179,0.617861152,Mejores_poses/bases_conjuntas/EGFR_MAPK1_505_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_505_MAPK1.pdbqt,EGFR,MAPK1
578,EGFR_MAPK1_506,-7.14795351,-5.94807863,6.26572371,5.95705843,0.552906871,0.398977727,Mejores_poses/bases_conjuntas/EGFR_MAPK1_506_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_506_MAPK1.pdbqt,EGFR,MAPK1
579,EGFR_MAPK1_507,-8.50251198,-7.30639315,7.16374445,6.77678633,0.443139315,0.382717252,Mejores_poses/bases_conjuntas/EGFR_MAPK1_507_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_507_MAPK1.pdbqt,EGFR,MAPK1
580,EGFR_MAPK1_508,-7.84702826,-6.45380116,7.04432535,6.52236128,0.762494087,0.719793737,Mejores_poses/bases_conjuntas/EGFR_MAPK1_508_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_508_MAPK1.pdbqt,EGFR,MAPK1
581,EGFR_MAPK1_509,-7.72712946,-6.90993929,6.01858568,6.54080009,0.503639102,0.523478031,Mejores_poses/bases_conjuntas/EGFR_MAPK1_509_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_509_MAPK1.pdbqt,EGFR,MAPK1
582,EGFR_MAPK1_51,-8.58166599,-7.95312834,7.26386786,6.83601141,0.705666184,0.414829195,Mejores_poses/bases_conjuntas/EGFR_MAPK1_51_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_51_MAPK1.pdbqt,EGFR,MAPK1
583,EGFR_MAPK1_510,-8.0299139,-7.46827269,6.22403955,6.28371763,0.674732864,0.43626067,Mejores_poses/bases_conjuntas/EGFR_MAPK1_510_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_510_MAPK1.pdbqt,EGFR,MAPK1
584,EGFR_MAPK1_511,-9.34855461,-9.27812862,6.67181921,7.44324493,0.466935635,0.477732688,Mejores_poses/bases_conjuntas/EGFR_MAPK1_511_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_511_MAPK1.pdbqt,EGFR,MAPK1
585,EGFR_MAPK1_512,-7.47542,-8.15870762,6.53676176,6.36184072,0.773959577,0.325204164,Mejores_poses/bases_conjuntas/EGFR_MAPK1_512_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_512_MAPK1.pdbqt,EGFR,MAPK1
586,EGFR_MAPK1_513,-9.21945953,-9.38754463,7.96538401,7.83521271,0.850853264,0.738006949,Mejores_poses/bases_conjuntas/EGFR_MAPK1_513_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_513_MAPK1.pdbqt,EGFR,MAPK1
587,EGFR_MAPK1_514,-7.67006826,-5.80394316,6.71232653,6.19536829,0.566932857,0.598176479,Mejores_poses/bases_conjuntas/EGFR_MAPK1_514_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_514_MAPK1.pdbqt,EGFR,MAPK1
588,EGFR_MAPK1_515,-9.31959534,-8.81626701,6.85338926,7.61731195,0.616476417,0.751937628,Mejores_poses/bases_conjuntas/EGFR_MAPK1_515_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_515_MAPK1.pdbqt,EGFR,MAPK1
589,EGFR_MAPK1_516,-9.18555737,-6.9946208,7.53451681,6.50504112,0.699947655,0.868626177,Mejores_poses/bases_conjuntas/EGFR_MAPK1_516_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_516_MAPK1.pdbqt,EGFR,MAPK1
590,EGFR_MAPK1_517,-9.96953678,-8.21385956,6.58740854,7.33958626,0.586064458,0.371483058,Mejores_poses/bases_conjuntas/EGFR_MAPK1_517_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_517_MAPK1.pdbqt,EGFR,MAPK1
591,EGFR_MAPK1_518,-8.23810196,-8.93463707,7.16298246,7.40646982,0.679794431,0.76451683,Mejores_poses/bases_conjuntas/EGFR_MAPK1_518_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_518_MAPK1.pdbqt,EGFR,MAPK1
592,EGFR_MAPK1_519,-7.11129904,-7.62801743,6.25774622,6.59112978,0.799067557,0.531896949,Mejores_poses/bases_conjuntas/EGFR_MAPK1_519_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_519_MAPK1.pdbqt,EGFR,MAPK1
593,EGFR_MAPK1_52,-9.18280029,-9.30596066,7.13144159,7.59013176,0.433551311,0.613208592,Mejores_poses/bases_conjuntas/EGFR_MAPK1_52_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_52_MAPK1.pdbqt,EGFR,MAPK1
594,EGFR_MAPK1_520,-8.50644588,-7.27148867,6.49874735,6.46212626,0.598783612,0.549922228,Mejores_poses/bases_conjuntas/EGFR_MAPK1_520_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_520_MAPK1.pdbqt,EGFR,MAPK1
595,EGFR_MAPK1_521,-7.50254822,-7.66372252,6.81506777,7.06428766,0.682015717,0.831801772,Mejores_poses/bases_conjuntas/EGFR_MAPK1_521_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_521_MAPK1.pdbqt,EGFR,MAPK1
596,EGFR_MAPK1_522,-6.41327333,-7.40645266,6.95410299,6.80286837,0.679447591,0.441301584,Mejores_poses/bases_conjuntas/EGFR_MAPK1_522_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_522_MAPK1.pdbqt,EGFR,MAPK1
597,EGFR_MAPK1_523,-6.95548248,-8.63444614,6.1130662,6.99376869,0.419861197,0.615528643,Mejores_poses/bases_conjuntas/EGFR_MAPK1_523_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_523_MAPK1.pdbqt,EGFR,MAPK1
598,EGFR_MAPK1_524,-7.01038551,-7.31428528,7.33732939,6.77786636,0.838936031,0.656895757,Mejores_poses/bases_conjuntas/EGFR_MAPK1_524_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_524_MAPK1.pdbqt,EGFR,MAPK1
599,EGFR_MAPK1_525,-8.60812378,-8.44228268,7.3831706,7.44486189,0.37976867,0.299342453,Mejores_poses/bases_conjuntas/EGFR_MAPK1_525_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_525_MAPK1.pdbqt,EGFR,MAPK1
600,EGFR_MAPK1_526,-7.90444279,-6.72846222,6.12340593,6.24524641,0.572890937,0.667815089,Mejores_poses/bases_conjuntas/EGFR_MAPK1_526_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_526_MAPK1.pdbqt,EGFR,MAPK1
601,EGFR_MAPK1_527,-9.29315853,-11.0230417,8.09280682,8.06292439,0.536364019,0.689840913,Mejores_poses/bases_conjuntas/EGFR_MAPK1_527_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_527_MAPK1.pdbqt,EGFR,MAPK1
602,EGFR_MAPK1_528,-7.75354624,-6.98253489,7.09478235,6.77132845,0.784020543,0.695694447,Mejores_poses/bases_conjuntas/EGFR_MAPK1_528_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_528_MAPK1.pdbqt,EGFR,MAPK1
603,EGFR_MAPK1_529,-7.83402348,-8.43070507,7.06681871,7.23010588,0.716771603,0.540194213,Mejores_poses/bases_conjuntas/EGFR_MAPK1_529_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_529_MAPK1.pdbqt,EGFR,MAPK1
604,EGFR_MAPK1_53,-8.72266483,-8.45105648,7.11580706,7.96123362,0.468839735,0.600363851,Mejores_poses/bases_conjuntas/EGFR_MAPK1_53_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_53_MAPK1.pdbqt,EGFR,MAPK1
605,EGFR_MAPK1_530,-7.96457529,-9.18723965,6.28828478,7.18898439,0.667985737,0.678711772,Mejores_poses/bases_conjuntas/EGFR_MAPK1_530_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_530_MAPK1.pdbqt,EGFR,MAPK1
606,EGFR_MAPK1_531,-7.50727797,-8.6170826,6.56705141,6.90188932,0.60060364,0.473398089,Mejores_poses/bases_conjuntas/EGFR_MAPK1_531_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_531_MAPK1.pdbqt,EGFR,MAPK1
607,EGFR_MAPK1_532,-6.86914492,-6.73232365,6.69662619,6.95304728,0.779872894,0.814281583,Mejores_poses/bases_conjuntas/EGFR_MAPK1_532_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_532_MAPK1.pdbqt,EGFR,MAPK1
608,EGFR_MAPK1_533,-8.25955868,-7.3298974,6.94915819,6.7485733,0.82506609,0.687220216,Mejores_poses/bases_conjuntas/EGFR_MAPK1_533_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_533_MAPK1.pdbqt,EGFR,MAPK1
609,EGFR_MAPK1_534,-7.83869839,-9.47389793,6.67281961,7.27136612,0.568829298,0.686431766,Mejores_poses/bases_conjuntas/EGFR_MAPK1_534_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_534_MAPK1.pdbqt,EGFR,MAPK1
610,EGFR_MAPK1_535,-7.77602148,-6.20572138,6.99683332,6.92492867,0.756040692,0.666093767,Mejores_poses/bases_conjuntas/EGFR_MAPK1_535_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_535_MAPK1.pdbqt,EGFR,MAPK1
611,EGFR_MAPK1_536,-9.31597233,-9.28592587,7.39850473,7.39837456,0.633528888,0.569231749,Mejores_poses/bases_conjuntas/EGFR_MAPK1_536_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_536_MAPK1.pdbqt,EGFR,MAPK1
612,EGFR_MAPK1_537,-7.31493902,-6.90821934,7.42496538,6.82553101,0.798017502,0.557213366,Mejores_poses/bases_conjuntas/EGFR_MAPK1_537_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_537_MAPK1.pdbqt,EGFR,MAPK1
613,EGFR_MAPK1_538,-7.23523903,-6.63982153,6.75778341,6.32894087,0.725186229,0.537344277,Mejores_poses/bases_conjuntas/EGFR_MAPK1_538_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_538_MAPK1.pdbqt,EGFR,MAPK1
614,EGFR_MAPK1_539,-7.99544144,-8.03755474,5.50548506,5.59730673,0.730257988,0.713401794,Mejores_poses/bases_conjuntas/EGFR_MAPK1_539_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_539_MAPK1.pdbqt,EGFR,MAPK1
615,EGFR_MAPK1_54,-9.29266357,-9.06375885,6.75439978,7.7323494,0.741409779,0.669426262,Mejores_poses/bases_conjuntas/EGFR_MAPK1_54_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_54_MAPK1.pdbqt,EGFR,MAPK1
616,EGFR_MAPK1_540,-9.07746029,-7.93856955,7.36837339,7.40031195,0.489343256,0.587715685,Mejores_poses/bases_conjuntas/EGFR_MAPK1_540_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_540_MAPK1.pdbqt,EGFR,MAPK1
617,EGFR_MAPK1_541,-7.47808504,-9.42119598,7.06178665,7.439394,0.816537261,0.687837362,Mejores_poses/bases_conjuntas/EGFR_MAPK1_541_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_541_MAPK1.pdbqt,EGFR,MAPK1
618,EGFR_MAPK1_542,-8.62368679,-7.68336248,7.14505053,6.74832153,0.544563174,0.685968697,Mejores_poses/bases_conjuntas/EGFR_MAPK1_542_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_542_MAPK1.pdbqt,EGFR,MAPK1
619,EGFR_MAPK1_543,-9.24060249,-9.21048546,6.88051462,6.75366402,0.550785422,0.598819911,Mejores_poses/bases_conjuntas/EGFR_MAPK1_543_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_543_MAPK1.pdbqt,EGFR,MAPK1
620,EGFR_MAPK1_544,-7.63124895,-7.94883919,6.96472979,6.71567488,0.871502757,0.80731672,Mejores_poses/bases_conjuntas/EGFR_MAPK1_544_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_544_MAPK1.pdbqt,EGFR,MAPK1
621,EGFR_MAPK1_545,-6.62547255,-8.51226044,6.220541,7.22592592,0.483046651,0.689826488,Mejores_poses/bases_conjuntas/EGFR_MAPK1_545_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_545_MAPK1.pdbqt,EGFR,MAPK1
622,EGFR_MAPK1_546,-8.58158398,-7.46594429,7.14197731,7.61112785,0.454469234,0.502031863,Mejores_poses/bases_conjuntas/EGFR_MAPK1_546_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_546_MAPK1.pdbqt,EGFR,MAPK1
623,EGFR_MAPK1_547,-9.60656643,-8.3243618,7.5852294,6.84909821,0.549920321,0.474221945,Mejores_poses/bases_conjuntas/EGFR_MAPK1_547_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_547_MAPK1.pdbqt,EGFR,MAPK1
624,EGFR_MAPK1_548,-7.43821621,-6.53258419,6.81770658,6.84254026,0.629013717,0.707960486,Mejores_poses/bases_conjuntas/EGFR_MAPK1_548_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_548_MAPK1.pdbqt,EGFR,MAPK1
625,EGFR_MAPK1_549,-7.15840578,-7.04703617,6.53404474,6.69891214,0.598069668,0.720461845,Mejores_poses/bases_conjuntas/EGFR_MAPK1_549_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_549_MAPK1.pdbqt,EGFR,MAPK1
626,EGFR_MAPK1_55,-6.63670444,-8.51620579,6.5474968,7.57075357,0.675170124,0.644906044,Mejores_poses/bases_conjuntas/EGFR_MAPK1_55_EGFR.pdbqt,Mejores_poses/bases_conjuntas/EGFR_MAPK1_55_MAPK1.pdbqt,EGFR,MAPK1
